"salary","max","count"
"$53,239.00","$53,239.00","6"
"$53,240.00","$53,240.00","4"
"$53,241.00","$53,241.00","5"
"$53,242.00","$53,242.00","10"
"$53,243.00","$53,243.00","5"
"$53,244.00","$53,244.00","11"
"$53,245.00","$53,245.00","9"
"$53,246.00","$53,246.00","3"
"$53,247.00","$53,247.00","7"
"$53,248.00","$53,248.00","6"
"$53,249.00","$53,249.00","10"
"$53,250.00","$53,250.00","2"
"$53,251.00","$53,251.00","6"
"$53,252.00","$53,252.00","2"
"$53,253.00","$53,253.00","5"
"$53,254.00","$53,254.00","4"
"$53,255.00","$53,255.00","4"
"$53,256.00","$53,256.00","6"
"$53,257.00","$53,257.00","6"
"$53,258.00","$53,258.00","6"
"$53,259.00","$53,259.00","7"
"$53,260.00","$53,260.00","5"
"$53,261.00","$53,261.00","7"
"$53,262.00","$53,262.00","5"
"$53,263.00","$53,263.00","7"
"$53,264.00","$53,264.00","3"
"$53,265.00","$53,265.00","10"
"$53,266.00","$53,266.00","3"
"$53,267.00","$53,267.00","6"
"$53,268.00","$53,268.00","6"
"$53,269.00","$53,269.00","5"
"$53,270.00","$53,270.00","7"
"$53,271.00","$53,271.00","7"
"$53,272.00","$53,272.00","9"
"$53,273.00","$53,273.00","4"
"$53,274.00","$53,274.00","8"
"$53,275.00","$53,275.00","7"
"$53,276.00","$53,276.00","3"
"$53,277.00","$53,277.00","6"
"$53,278.00","$53,278.00","7"
"$53,279.00","$53,279.00","8"
"$53,280.00","$53,280.00","6"
"$53,281.00","$53,281.00","4"
"$53,282.00","$53,282.00","7"
"$53,283.00","$53,283.00","5"
"$53,284.00","$53,284.00","6"
"$53,285.00","$53,285.00","8"
"$53,286.00","$53,286.00","2"
"$53,287.00","$53,287.00","12"
"$53,288.00","$53,288.00","3"
"$53,289.00","$53,289.00","9"
"$53,290.00","$53,290.00","8"
"$53,291.00","$53,291.00","11"
"$53,292.00","$53,292.00","4"
"$53,293.00","$53,293.00","8"
"$53,294.00","$53,294.00","5"
"$53,295.00","$53,295.00","8"
"$53,296.00","$53,296.00","6"
"$53,297.00","$53,297.00","2"
"$53,298.00","$53,298.00","5"
"$53,299.00","$53,299.00","8"
"$53,300.00","$53,300.00","1"
"$53,301.00","$53,301.00","5"
"$53,302.00","$53,302.00","5"
"$53,303.00","$53,303.00","14"
"$53,304.00","$53,304.00","3"
"$53,305.00","$53,305.00","10"
"$53,306.00","$53,306.00","5"
"$53,307.00","$53,307.00","6"
"$53,308.00","$53,308.00","8"
"$53,309.00","$53,309.00","9"
"$53,310.00","$53,310.00","11"
"$53,311.00","$53,311.00","5"
"$53,312.00","$53,312.00","5"
"$53,313.00","$53,313.00","5"
"$53,314.00","$53,314.00","8"
"$53,315.00","$53,315.00","4"
"$53,316.00","$53,316.00","3"
"$53,317.00","$53,317.00","10"
"$53,318.00","$53,318.00","10"
"$53,319.00","$53,319.00","7"
"$53,320.00","$53,320.00","10"
"$53,321.00","$53,321.00","9"
"$53,322.00","$53,322.00","7"
"$53,323.00","$53,323.00","6"
"$53,324.00","$53,324.00","7"
"$53,325.00","$53,325.00","6"
"$53,326.00","$53,326.00","7"
"$53,327.00","$53,327.00","5"
"$53,328.00","$53,328.00","6"
"$53,329.00","$53,329.00","8"
"$53,330.00","$53,330.00","3"
"$53,331.00","$53,331.00","4"
"$53,332.00","$53,332.00","5"
"$53,333.00","$53,333.00","4"
"$53,334.00","$53,334.00","4"
"$53,335.00","$53,335.00","3"
"$53,336.00","$53,336.00","8"
"$53,337.00","$53,337.00","1"
"$53,338.00","$53,338.00","7"
"$53,339.00","$53,339.00","6"
"$53,340.00","$53,340.00","4"
"$53,341.00","$53,341.00","7"
"$53,342.00","$53,342.00","5"
"$53,343.00","$53,343.00","6"
"$53,344.00","$53,344.00","6"
"$53,345.00","$53,345.00","4"
"$53,346.00","$53,346.00","4"
"$53,347.00","$53,347.00","7"
"$53,348.00","$53,348.00","5"
"$53,349.00","$53,349.00","2"
"$53,350.00","$53,350.00","7"
"$53,351.00","$53,351.00","5"
"$53,352.00","$53,352.00","6"
"$53,353.00","$53,353.00","7"
"$53,354.00","$53,354.00","8"
"$53,355.00","$53,355.00","8"
"$53,356.00","$53,356.00","5"
"$53,357.00","$53,357.00","3"
"$53,358.00","$53,358.00","6"
"$53,359.00","$53,359.00","7"
"$53,360.00","$53,360.00","9"
"$53,361.00","$53,361.00","4"
"$53,362.00","$53,362.00","6"
"$53,363.00","$53,363.00","5"
"$53,364.00","$53,364.00","5"
"$53,365.00","$53,365.00","3"
"$53,366.00","$53,366.00","9"
"$53,367.00","$53,367.00","7"
"$53,368.00","$53,368.00","7"
"$53,369.00","$53,369.00","7"
"$53,370.00","$53,370.00","9"
"$53,371.00","$53,371.00","6"
"$53,372.00","$53,372.00","2"
"$53,373.00","$53,373.00","8"
"$53,374.00","$53,374.00","1"
"$53,375.00","$53,375.00","6"
"$53,376.00","$53,376.00","10"
"$53,377.00","$53,377.00","8"
"$53,378.00","$53,378.00","2"
"$53,379.00","$53,379.00","3"
"$53,380.00","$53,380.00","6"
"$53,381.00","$53,381.00","5"
"$53,382.00","$53,382.00","7"
"$53,383.00","$53,383.00","4"
"$53,384.00","$53,384.00","4"
"$53,385.00","$53,385.00","9"
"$53,386.00","$53,386.00","5"
"$53,387.00","$53,387.00","6"
"$53,388.00","$53,388.00","9"
"$53,389.00","$53,389.00","5"
"$53,390.00","$53,390.00","14"
"$53,391.00","$53,391.00","6"
"$53,392.00","$53,392.00","8"
"$53,393.00","$53,393.00","5"
"$53,394.00","$53,394.00","6"
"$53,395.00","$53,395.00","5"
"$53,396.00","$53,396.00","8"
"$53,397.00","$53,397.00","5"
"$53,398.00","$53,398.00","7"
"$53,399.00","$53,399.00","8"
"$53,400.00","$53,400.00","5"
"$53,401.00","$53,401.00","6"
"$53,402.00","$53,402.00","4"
"$53,403.00","$53,403.00","7"
"$53,404.00","$53,404.00","8"
"$53,405.00","$53,405.00","3"
"$53,406.00","$53,406.00","2"
"$53,407.00","$53,407.00","6"
"$53,408.00","$53,408.00","8"
"$53,409.00","$53,409.00","4"
"$53,410.00","$53,410.00","10"
"$53,411.00","$53,411.00","9"
"$53,412.00","$53,412.00","7"
"$53,413.00","$53,413.00","7"
"$53,414.00","$53,414.00","7"
"$53,415.00","$53,415.00","8"
"$53,416.00","$53,416.00","5"
"$53,417.00","$53,417.00","8"
"$53,418.00","$53,418.00","4"
"$53,419.00","$53,419.00","2"
"$53,420.00","$53,420.00","10"
"$53,421.00","$53,421.00","6"
"$53,422.00","$53,422.00","8"
"$53,423.00","$53,423.00","7"
"$53,424.00","$53,424.00","4"
"$53,425.00","$53,425.00","6"
"$53,426.00","$53,426.00","9"
"$53,427.00","$53,427.00","8"
"$53,428.00","$53,428.00","6"
"$53,429.00","$53,429.00","8"
"$53,430.00","$53,430.00","2"
"$53,431.00","$53,431.00","9"
"$53,432.00","$53,432.00","8"
"$53,433.00","$53,433.00","6"
"$53,434.00","$53,434.00","7"
"$53,435.00","$53,435.00","9"
"$53,436.00","$53,436.00","5"
"$53,437.00","$53,437.00","6"
"$53,438.00","$53,438.00","2"
"$53,439.00","$53,439.00","6"
"$53,440.00","$53,440.00","8"
"$53,441.00","$53,441.00","7"
"$53,442.00","$53,442.00","7"
"$53,443.00","$53,443.00","9"
"$53,444.00","$53,444.00","4"
"$53,445.00","$53,445.00","10"
"$53,446.00","$53,446.00","11"
"$53,447.00","$53,447.00","8"
"$53,448.00","$53,448.00","4"
"$53,449.00","$53,449.00","3"
"$53,450.00","$53,450.00","3"
"$53,451.00","$53,451.00","7"
"$53,452.00","$53,452.00","9"
"$53,453.00","$53,453.00","5"
"$53,454.00","$53,454.00","8"
"$53,455.00","$53,455.00","3"
"$53,456.00","$53,456.00","3"
"$53,457.00","$53,457.00","6"
"$53,458.00","$53,458.00","6"
"$53,459.00","$53,459.00","6"
"$53,460.00","$53,460.00","8"
"$53,461.00","$53,461.00","10"
"$53,462.00","$53,462.00","10"
"$53,463.00","$53,463.00","6"
"$53,464.00","$53,464.00","2"
"$53,465.00","$53,465.00","8"
"$53,466.00","$53,466.00","8"
"$53,467.00","$53,467.00","5"
"$53,468.00","$53,468.00","6"
"$53,469.00","$53,469.00","8"
"$53,470.00","$53,470.00","5"
"$53,471.00","$53,471.00","5"
"$53,472.00","$53,472.00","4"
"$53,473.00","$53,473.00","10"
"$53,474.00","$53,474.00","8"
"$53,475.00","$53,475.00","4"
"$53,476.00","$53,476.00","6"
"$53,477.00","$53,477.00","7"
"$53,478.00","$53,478.00","6"
"$53,479.00","$53,479.00","7"
"$53,480.00","$53,480.00","7"
"$53,481.00","$53,481.00","7"
"$53,482.00","$53,482.00","5"
"$53,483.00","$53,483.00","8"
"$53,484.00","$53,484.00","3"
"$53,485.00","$53,485.00","6"
"$53,486.00","$53,486.00","8"
"$53,487.00","$53,487.00","10"
"$53,488.00","$53,488.00","7"
"$53,489.00","$53,489.00","9"
"$53,490.00","$53,490.00","1"
"$53,491.00","$53,491.00","7"
"$53,492.00","$53,492.00","6"
"$53,493.00","$53,493.00","5"
"$53,494.00","$53,494.00","6"
"$53,495.00","$53,495.00","2"
"$53,496.00","$53,496.00","6"
"$53,497.00","$53,497.00","3"
"$53,498.00","$53,498.00","4"
"$53,499.00","$53,499.00","7"
"$53,500.00","$53,500.00","4"
"$53,501.00","$53,501.00","5"
"$53,502.00","$53,502.00","5"
"$53,503.00","$53,503.00","12"
"$53,504.00","$53,504.00","3"
"$53,505.00","$53,505.00","3"
"$53,506.00","$53,506.00","7"
"$53,507.00","$53,507.00","3"
"$53,508.00","$53,508.00","5"
"$53,509.00","$53,509.00","6"
"$53,510.00","$53,510.00","9"
"$53,511.00","$53,511.00","7"
"$53,512.00","$53,512.00","4"
"$53,513.00","$53,513.00","9"
"$53,514.00","$53,514.00","2"
"$53,515.00","$53,515.00","11"
"$53,516.00","$53,516.00","8"
"$53,517.00","$53,517.00","4"
"$53,518.00","$53,518.00","8"
"$53,519.00","$53,519.00","5"
"$53,520.00","$53,520.00","5"
"$53,521.00","$53,521.00","9"
"$53,522.00","$53,522.00","6"
"$53,523.00","$53,523.00","6"
"$53,524.00","$53,524.00","6"
"$53,525.00","$53,525.00","6"
"$53,526.00","$53,526.00","7"
"$53,527.00","$53,527.00","3"
"$53,528.00","$53,528.00","8"
"$53,529.00","$53,529.00","7"
"$53,530.00","$53,530.00","4"
"$53,531.00","$53,531.00","2"
"$53,532.00","$53,532.00","6"
"$53,533.00","$53,533.00","4"
"$53,534.00","$53,534.00","3"
"$53,535.00","$53,535.00","10"
"$53,536.00","$53,536.00","10"
"$53,537.00","$53,537.00","7"
"$53,538.00","$53,538.00","6"
"$53,539.00","$53,539.00","8"
"$53,540.00","$53,540.00","1"
"$53,541.00","$53,541.00","4"
"$53,542.00","$53,542.00","12"
"$53,543.00","$53,543.00","7"
"$53,544.00","$53,544.00","6"
"$53,545.00","$53,545.00","8"
"$53,546.00","$53,546.00","7"
"$53,547.00","$53,547.00","7"
"$53,548.00","$53,548.00","7"
"$53,549.00","$53,549.00","2"
"$53,550.00","$53,550.00","3"
"$53,551.00","$53,551.00","8"
"$53,552.00","$53,552.00","9"
"$53,553.00","$53,553.00","3"
"$53,554.00","$53,554.00","6"
"$53,555.00","$53,555.00","7"
"$53,556.00","$53,556.00","5"
"$53,557.00","$53,557.00","7"
"$53,558.00","$53,558.00","4"
"$53,559.00","$53,559.00","7"
"$53,560.00","$53,560.00","7"
"$53,561.00","$53,561.00","4"
"$53,562.00","$53,562.00","4"
"$53,563.00","$53,563.00","1"
"$53,564.00","$53,564.00","5"
"$53,565.00","$53,565.00","5"
"$53,566.00","$53,566.00","6"
"$53,567.00","$53,567.00","3"
"$53,568.00","$53,568.00","9"
"$53,569.00","$53,569.00","5"
"$53,570.00","$53,570.00","9"
"$53,571.00","$53,571.00","7"
"$53,572.00","$53,572.00","8"
"$53,573.00","$53,573.00","11"
"$53,574.00","$53,574.00","9"
"$53,575.00","$53,575.00","13"
"$53,576.00","$53,576.00","11"
"$53,577.00","$53,577.00","4"
"$53,578.00","$53,578.00","4"
"$53,579.00","$53,579.00","1"
"$53,580.00","$53,580.00","4"
"$53,581.00","$53,581.00","2"
"$53,582.00","$53,582.00","5"
"$53,583.00","$53,583.00","10"
"$53,584.00","$53,584.00","1"
"$53,585.00","$53,585.00","3"
"$53,586.00","$53,586.00","5"
"$53,587.00","$53,587.00","9"
"$53,588.00","$53,588.00","6"
"$53,589.00","$53,589.00","10"
"$53,590.00","$53,590.00","1"
"$53,591.00","$53,591.00","10"
"$53,592.00","$53,592.00","4"
"$53,593.00","$53,593.00","7"
"$53,594.00","$53,594.00","9"
"$53,595.00","$53,595.00","6"
"$53,596.00","$53,596.00","7"
"$53,597.00","$53,597.00","6"
"$53,598.00","$53,598.00","6"
"$53,599.00","$53,599.00","8"
"$53,600.00","$53,600.00","5"
"$53,601.00","$53,601.00","5"
"$53,602.00","$53,602.00","7"
"$53,603.00","$53,603.00","9"
"$53,604.00","$53,604.00","7"
"$53,605.00","$53,605.00","3"
"$53,606.00","$53,606.00","6"
"$53,607.00","$53,607.00","4"
"$53,608.00","$53,608.00","9"
"$53,609.00","$53,609.00","9"
"$53,610.00","$53,610.00","6"
"$53,611.00","$53,611.00","4"
"$53,612.00","$53,612.00","8"
"$53,613.00","$53,613.00","3"
"$53,614.00","$53,614.00","8"
"$53,615.00","$53,615.00","8"
"$53,616.00","$53,616.00","9"
"$53,617.00","$53,617.00","6"
"$53,618.00","$53,618.00","10"
"$53,619.00","$53,619.00","7"
"$53,620.00","$53,620.00","5"
"$53,621.00","$53,621.00","5"
"$53,622.00","$53,622.00","4"
"$53,623.00","$53,623.00","2"
"$53,624.00","$53,624.00","5"
"$53,625.00","$53,625.00","3"
"$53,626.00","$53,626.00","7"
"$53,627.00","$53,627.00","7"
"$53,628.00","$53,628.00","4"
"$53,629.00","$53,629.00","8"
"$53,630.00","$53,630.00","5"
"$53,631.00","$53,631.00","7"
"$53,632.00","$53,632.00","5"
"$53,633.00","$53,633.00","5"
"$53,634.00","$53,634.00","8"
"$53,635.00","$53,635.00","9"
"$53,636.00","$53,636.00","4"
"$53,637.00","$53,637.00","10"
"$53,638.00","$53,638.00","7"
"$53,639.00","$53,639.00","6"
"$53,640.00","$53,640.00","5"
"$53,641.00","$53,641.00","6"
"$53,642.00","$53,642.00","9"
"$53,643.00","$53,643.00","4"
"$53,644.00","$53,644.00","3"
"$53,645.00","$53,645.00","9"
"$53,646.00","$53,646.00","3"
"$53,647.00","$53,647.00","6"
"$53,648.00","$53,648.00","10"
"$53,649.00","$53,649.00","6"
"$53,650.00","$53,650.00","8"
"$53,651.00","$53,651.00","2"
"$53,652.00","$53,652.00","6"
"$53,653.00","$53,653.00","5"
"$53,654.00","$53,654.00","1"
"$53,655.00","$53,655.00","5"
"$53,656.00","$53,656.00","4"
"$53,657.00","$53,657.00","3"
"$53,658.00","$53,658.00","3"
"$53,659.00","$53,659.00","5"
"$53,660.00","$53,660.00","11"
"$53,661.00","$53,661.00","7"
"$53,662.00","$53,662.00","3"
"$53,663.00","$53,663.00","5"
"$53,664.00","$53,664.00","9"
"$53,665.00","$53,665.00","5"
"$53,666.00","$53,666.00","4"
"$53,667.00","$53,667.00","4"
"$53,668.00","$53,668.00","4"
"$53,669.00","$53,669.00","9"
"$53,670.00","$53,670.00","7"
"$53,671.00","$53,671.00","9"
"$53,672.00","$53,672.00","6"
"$53,673.00","$53,673.00","5"
"$53,674.00","$53,674.00","8"
"$53,675.00","$53,675.00","7"
"$53,676.00","$53,676.00","2"
"$53,677.00","$53,677.00","4"
"$53,678.00","$53,678.00","7"
"$53,679.00","$53,679.00","4"
"$53,680.00","$53,680.00","6"
"$53,681.00","$53,681.00","8"
"$53,682.00","$53,682.00","3"
"$53,683.00","$53,683.00","8"
"$53,684.00","$53,684.00","6"
"$53,685.00","$53,685.00","6"
"$53,686.00","$53,686.00","10"
"$53,687.00","$53,687.00","8"
"$53,688.00","$53,688.00","9"
"$53,689.00","$53,689.00","6"
"$53,690.00","$53,690.00","7"
"$53,691.00","$53,691.00","3"
"$53,692.00","$53,692.00","6"
"$53,693.00","$53,693.00","5"
"$53,694.00","$53,694.00","5"
"$53,695.00","$53,695.00","3"
"$53,696.00","$53,696.00","2"
"$53,697.00","$53,697.00","6"
"$53,698.00","$53,698.00","3"
"$53,699.00","$53,699.00","4"
"$53,700.00","$53,700.00","6"
"$53,701.00","$53,701.00","9"
"$53,702.00","$53,702.00","9"
"$53,703.00","$53,703.00","8"
"$53,704.00","$53,704.00","9"
"$53,705.00","$53,705.00","7"
"$53,706.00","$53,706.00","10"
"$53,707.00","$53,707.00","10"
"$53,708.00","$53,708.00","4"
"$53,709.00","$53,709.00","4"
"$53,710.00","$53,710.00","2"
"$53,711.00","$53,711.00","6"
"$53,712.00","$53,712.00","8"
"$53,713.00","$53,713.00","7"
"$53,714.00","$53,714.00","5"
"$53,715.00","$53,715.00","6"
"$53,716.00","$53,716.00","9"
"$53,717.00","$53,717.00","8"
"$53,718.00","$53,718.00","8"
"$53,719.00","$53,719.00","3"
"$53,720.00","$53,720.00","6"
"$53,721.00","$53,721.00","7"
"$53,722.00","$53,722.00","7"
"$53,723.00","$53,723.00","7"
"$53,724.00","$53,724.00","6"
"$53,725.00","$53,725.00","4"
"$53,726.00","$53,726.00","7"
"$53,727.00","$53,727.00","7"
"$53,728.00","$53,728.00","6"
"$53,729.00","$53,729.00","3"
"$53,730.00","$53,730.00","4"
"$53,731.00","$53,731.00","8"
"$53,732.00","$53,732.00","5"
"$53,733.00","$53,733.00","6"
"$53,734.00","$53,734.00","6"
"$53,735.00","$53,735.00","5"
"$53,736.00","$53,736.00","5"
"$53,737.00","$53,737.00","11"
"$53,738.00","$53,738.00","18"
"$53,739.00","$53,739.00","2"
"$53,740.00","$53,740.00","8"
"$53,741.00","$53,741.00","3"
"$53,742.00","$53,742.00","4"
"$53,743.00","$53,743.00","5"
"$53,744.00","$53,744.00","6"
"$53,745.00","$53,745.00","4"
"$53,746.00","$53,746.00","3"
"$53,747.00","$53,747.00","6"
"$53,748.00","$53,748.00","2"
"$53,749.00","$53,749.00","3"
"$53,750.00","$53,750.00","3"
"$53,751.00","$53,751.00","8"
"$53,752.00","$53,752.00","4"
"$53,753.00","$53,753.00","3"
"$53,754.00","$53,754.00","12"
"$53,755.00","$53,755.00","5"
"$53,756.00","$53,756.00","6"
"$53,757.00","$53,757.00","4"
"$53,758.00","$53,758.00","10"
"$53,759.00","$53,759.00","8"
"$53,760.00","$53,760.00","6"
"$53,761.00","$53,761.00","4"
"$53,762.00","$53,762.00","10"
"$53,763.00","$53,763.00","3"
"$53,764.00","$53,764.00","5"
"$53,765.00","$53,765.00","8"
"$53,766.00","$53,766.00","4"
"$53,767.00","$53,767.00","7"
"$53,768.00","$53,768.00","4"
"$53,769.00","$53,769.00","3"
"$53,770.00","$53,770.00","6"
"$53,771.00","$53,771.00","4"
"$53,772.00","$53,772.00","11"
"$53,773.00","$53,773.00","8"
"$53,774.00","$53,774.00","3"
"$53,775.00","$53,775.00","6"
"$53,776.00","$53,776.00","7"
"$53,777.00","$53,777.00","2"
"$53,778.00","$53,778.00","6"
"$53,779.00","$53,779.00","6"
"$53,780.00","$53,780.00","3"
"$53,781.00","$53,781.00","5"
"$53,782.00","$53,782.00","3"
"$53,783.00","$53,783.00","16"
"$53,784.00","$53,784.00","7"
"$53,785.00","$53,785.00","7"
"$53,786.00","$53,786.00","10"
"$53,787.00","$53,787.00","2"
"$53,788.00","$53,788.00","7"
"$53,789.00","$53,789.00","4"
"$53,790.00","$53,790.00","9"
"$53,791.00","$53,791.00","7"
"$53,792.00","$53,792.00","6"
"$53,793.00","$53,793.00","6"
"$53,794.00","$53,794.00","7"
"$53,795.00","$53,795.00","5"
"$53,796.00","$53,796.00","5"
"$53,797.00","$53,797.00","8"
"$53,798.00","$53,798.00","4"
"$53,799.00","$53,799.00","6"
"$53,800.00","$53,800.00","5"
"$53,801.00","$53,801.00","7"
"$53,802.00","$53,802.00","5"
"$53,803.00","$53,803.00","6"
"$53,804.00","$53,804.00","6"
"$53,805.00","$53,805.00","3"
"$53,806.00","$53,806.00","3"
"$53,807.00","$53,807.00","5"
"$53,808.00","$53,808.00","10"
"$53,809.00","$53,809.00","3"
"$53,810.00","$53,810.00","5"
"$53,811.00","$53,811.00","2"
"$53,812.00","$53,812.00","4"
"$53,813.00","$53,813.00","3"
"$53,814.00","$53,814.00","6"
"$53,815.00","$53,815.00","6"
"$53,816.00","$53,816.00","4"
"$53,817.00","$53,817.00","10"
"$53,818.00","$53,818.00","3"
"$53,819.00","$53,819.00","7"
"$53,820.00","$53,820.00","2"
"$53,821.00","$53,821.00","6"
"$53,822.00","$53,822.00","8"
"$53,823.00","$53,823.00","6"
"$53,824.00","$53,824.00","6"
"$53,825.00","$53,825.00","5"
"$53,826.00","$53,826.00","7"
"$53,827.00","$53,827.00","9"
"$53,828.00","$53,828.00","4"
"$53,829.00","$53,829.00","7"
"$53,830.00","$53,830.00","8"
"$53,831.00","$53,831.00","8"
"$53,832.00","$53,832.00","6"
"$53,833.00","$53,833.00","4"
"$53,834.00","$53,834.00","6"
"$53,835.00","$53,835.00","4"
"$53,836.00","$53,836.00","9"
"$53,837.00","$53,837.00","9"
"$53,838.00","$53,838.00","3"
"$53,839.00","$53,839.00","5"
"$53,840.00","$53,840.00","5"
"$53,841.00","$53,841.00","2"
"$53,842.00","$53,842.00","8"
"$53,843.00","$53,843.00","3"
"$53,844.00","$53,844.00","5"
"$53,845.00","$53,845.00","8"
"$53,846.00","$53,846.00","9"
"$53,847.00","$53,847.00","9"
"$53,848.00","$53,848.00","7"
"$53,849.00","$53,849.00","4"
"$53,850.00","$53,850.00","10"
"$53,851.00","$53,851.00","3"
"$53,852.00","$53,852.00","3"
"$53,853.00","$53,853.00","7"
"$53,854.00","$53,854.00","5"
"$53,855.00","$53,855.00","3"
"$53,856.00","$53,856.00","3"
"$53,857.00","$53,857.00","3"
"$53,858.00","$53,858.00","7"
"$53,859.00","$53,859.00","6"
"$53,860.00","$53,860.00","8"
"$53,861.00","$53,861.00","4"
"$53,862.00","$53,862.00","9"
"$53,863.00","$53,863.00","5"
"$53,864.00","$53,864.00","11"
"$53,865.00","$53,865.00","9"
"$53,866.00","$53,866.00","6"
"$53,867.00","$53,867.00","5"
"$53,868.00","$53,868.00","6"
"$53,869.00","$53,869.00","12"
"$53,870.00","$53,870.00","6"
"$53,871.00","$53,871.00","3"
"$53,872.00","$53,872.00","5"
"$53,873.00","$53,873.00","7"
"$53,874.00","$53,874.00","7"
"$53,875.00","$53,875.00","7"
"$53,876.00","$53,876.00","15"
"$53,877.00","$53,877.00","2"
"$53,878.00","$53,878.00","4"
"$53,879.00","$53,879.00","5"
"$53,880.00","$53,880.00","4"
"$53,881.00","$53,881.00","10"
"$53,882.00","$53,882.00","8"
"$53,883.00","$53,883.00","5"
"$53,884.00","$53,884.00","3"
"$53,885.00","$53,885.00","2"
"$53,886.00","$53,886.00","7"
"$53,887.00","$53,887.00","1"
"$53,888.00","$53,888.00","5"
"$53,889.00","$53,889.00","5"
"$53,890.00","$53,890.00","5"
"$53,891.00","$53,891.00","11"
"$53,892.00","$53,892.00","10"
"$53,893.00","$53,893.00","9"
"$53,894.00","$53,894.00","4"
"$53,895.00","$53,895.00","8"
"$53,896.00","$53,896.00","9"
"$53,897.00","$53,897.00","6"
"$53,898.00","$53,898.00","6"
"$53,899.00","$53,899.00","5"
"$53,900.00","$53,900.00","6"
"$53,901.00","$53,901.00","7"
"$53,902.00","$53,902.00","4"
"$53,903.00","$53,903.00","4"
"$53,904.00","$53,904.00","5"
"$53,905.00","$53,905.00","6"
"$53,906.00","$53,906.00","10"
"$53,907.00","$53,907.00","7"
"$53,908.00","$53,908.00","1"
"$53,909.00","$53,909.00","5"
"$53,910.00","$53,910.00","4"
"$53,911.00","$53,911.00","6"
"$53,912.00","$53,912.00","6"
"$53,913.00","$53,913.00","4"
"$53,914.00","$53,914.00","5"
"$53,915.00","$53,915.00","7"
"$53,916.00","$53,916.00","7"
"$53,917.00","$53,917.00","5"
"$53,918.00","$53,918.00","7"
"$53,919.00","$53,919.00","5"
"$53,920.00","$53,920.00","8"
"$53,921.00","$53,921.00","5"
"$53,922.00","$53,922.00","6"
"$53,923.00","$53,923.00","10"
"$53,924.00","$53,924.00","5"
"$53,925.00","$53,925.00","10"
"$53,926.00","$53,926.00","4"
"$53,927.00","$53,927.00","6"
"$53,928.00","$53,928.00","2"
"$53,929.00","$53,929.00","8"
"$53,930.00","$53,930.00","2"
"$53,931.00","$53,931.00","5"
"$53,932.00","$53,932.00","4"
"$53,933.00","$53,933.00","8"
"$53,934.00","$53,934.00","5"
"$53,935.00","$53,935.00","7"
"$53,936.00","$53,936.00","11"
"$53,937.00","$53,937.00","3"
"$53,938.00","$53,938.00","9"
"$53,939.00","$53,939.00","4"
"$53,940.00","$53,940.00","5"
"$53,941.00","$53,941.00","5"
"$53,942.00","$53,942.00","4"
"$53,943.00","$53,943.00","5"
"$53,944.00","$53,944.00","4"
"$53,945.00","$53,945.00","9"
"$53,946.00","$53,946.00","10"
"$53,947.00","$53,947.00","6"
"$53,948.00","$53,948.00","6"
"$53,949.00","$53,949.00","4"
"$53,950.00","$53,950.00","11"
"$53,951.00","$53,951.00","7"
"$53,952.00","$53,952.00","3"
"$53,953.00","$53,953.00","4"
"$53,954.00","$53,954.00","6"
"$53,955.00","$53,955.00","6"
"$53,956.00","$53,956.00","1"
"$53,957.00","$53,957.00","6"
"$53,958.00","$53,958.00","4"
"$53,959.00","$53,959.00","4"
"$53,960.00","$53,960.00","4"
"$53,961.00","$53,961.00","7"
"$53,962.00","$53,962.00","6"
"$53,963.00","$53,963.00","5"
"$53,964.00","$53,964.00","8"
"$53,965.00","$53,965.00","1"
"$53,966.00","$53,966.00","8"
"$53,967.00","$53,967.00","4"
"$53,968.00","$53,968.00","6"
"$53,969.00","$53,969.00","7"
"$53,970.00","$53,970.00","12"
"$53,971.00","$53,971.00","10"
"$53,972.00","$53,972.00","7"
"$53,973.00","$53,973.00","13"
"$53,974.00","$53,974.00","3"
"$53,975.00","$53,975.00","9"
"$53,976.00","$53,976.00","4"
"$53,977.00","$53,977.00","5"
"$53,978.00","$53,978.00","7"
"$53,979.00","$53,979.00","6"
"$53,980.00","$53,980.00","5"
"$53,981.00","$53,981.00","4"
"$53,982.00","$53,982.00","4"
"$53,983.00","$53,983.00","8"
"$53,984.00","$53,984.00","8"
"$53,985.00","$53,985.00","6"
"$53,986.00","$53,986.00","8"
"$53,987.00","$53,987.00","6"
"$53,988.00","$53,988.00","12"
"$53,989.00","$53,989.00","3"
"$53,990.00","$53,990.00","5"
"$53,991.00","$53,991.00","8"
"$53,992.00","$53,992.00","7"
"$53,993.00","$53,993.00","3"
"$53,994.00","$53,994.00","3"
"$53,995.00","$53,995.00","8"
"$53,996.00","$53,996.00","7"
"$53,997.00","$53,997.00","3"
"$53,998.00","$53,998.00","3"
"$53,999.00","$53,999.00","3"
"$54,000.00","$54,000.00","8"
"$54,001.00","$54,001.00","13"
"$54,002.00","$54,002.00","3"
"$54,003.00","$54,003.00","12"
"$54,004.00","$54,004.00","4"
"$54,005.00","$54,005.00","5"
"$54,006.00","$54,006.00","7"
"$54,007.00","$54,007.00","5"
"$54,008.00","$54,008.00","7"
"$54,009.00","$54,009.00","6"
"$54,010.00","$54,010.00","1"
"$54,011.00","$54,011.00","11"
"$54,012.00","$54,012.00","4"
"$54,013.00","$54,013.00","5"
"$54,014.00","$54,014.00","5"
"$54,015.00","$54,015.00","8"
